UKHSA_region,specimen_date,n,percent,sgtf,total,conf_low,conf_high
South East,23/12/2021,645,12.01,Cases with confirmed S-gene,5369,11.1617947,12.91992621
South East,23/12/2021,4724,87.99,Cases with confirmed SGTF,5369,87.08007379,88.8382053
South East,24/12/2021,524,10.82,Cases with confirmed S-gene,4842,9.967856135,11.73894037
South East,24/12/2021,4318,89.18,Cases with confirmed SGTF,4842,88.26105963,90.03214387
South East,25/12/2021,185,8.99,Cases with confirmed S-gene,2057,7.809811918,10.33341896
South East,25/12/2021,1872,91.01,Cases with confirmed SGTF,2057,89.66658104,92.19018808
South East,26/12/2021,229,8.4,Cases with confirmed S-gene,2725,7.402331062,9.524178937
South East,26/12/2021,2496,91.6,Cases with confirmed SGTF,2725,90.47582106,92.59766894
South East,27/12/2021,292,6.82,Cases with confirmed S-gene,4280,6.094065987,7.629426797
South East,27/12/2021,3988,93.18,Cases with confirmed SGTF,4280,92.3705732,93.90593401
South East,28/12/2021,214,4.92,Cases with confirmed S-gene,4354,4.300923798,5.610020962
South East,28/12/2021,4140,95.08,Cases with confirmed SGTF,4354,94.38997904,95.6990762
South West,01/11/2021,805,99.88,Cases with confirmed S-gene,806,99.19820157,99.99352321
South West,01/11/2021,1,0.12,Cases with confirmed SGTF,806,0.006476785,0.801798429
South West,02/11/2021,671,100,Cases with confirmed S-gene,671,99.29035828,100
South West,03/11/2021,994,100,Cases with confirmed S-gene,994,99.52005856,100
South West,04/11/2021,716,100,Cases with confirmed S-gene,716,99.33471802,100
South West,05/11/2021,794,100,Cases with confirmed S-gene,794,99.39975502,100
South West,06/11/2021,596,100,Cases with confirmed S-gene,596,99.20163596,100
South West,07/11/2021,859,100,Cases with confirmed S-gene,859,99.44497073,100
South West,08/11/2021,1051,100,Cases with confirmed S-gene,1051,99.54599189,100
South West,09/11/2021,993,100,Cases with confirmed S-gene,993,99.51957711,100
South West,10/11/2021,958,100,Cases with confirmed S-gene,958,99.50209601,100
South West,11/11/2021,822,100,Cases with confirmed S-gene,822,99.42010516,100
South West,12/11/2021,718,100,Cases with confirmed S-gene,718,99.3365612,100
South West,13/11/2021,871,100,Cases with confirmed S-gene,871,99.45258357,100
South West,14/11/2021,752,100,Cases with confirmed S-gene,752,99.36640297,100
South West,15/11/2021,1342,100,Cases with confirmed S-gene,1342,99.64415514,100
South West,16/11/2021,577,100,Cases with confirmed S-gene,577,99.17552247,100
South West,17/11/2021,467,100,Cases with confirmed S-gene,467,98.98292208,100
South West,18/11/2021,564,100,Cases with confirmed S-gene,564,99.15664855,100
South West,19/11/2021,336,100,Cases with confirmed S-gene,336,98.59091494,100
South West,20/11/2021,303,100,Cases with confirmed S-gene,303,98.43939293,100
South West,21/11/2021,300,100,Cases with confirmed S-gene,300,98.42398637,100
South West,22/11/2021,468,100,Cases with confirmed S-gene,468,98.98507743,100
South West,23/11/2021,1007,100,Cases with confirmed S-gene,1007,99.52623062,100
South West,24/11/2021,843,100,Cases with confirmed S-gene,843,99.43448468,100
South West,25/11/2021,1076,99.91,Cases with confirmed S-gene,1077,99.39919633,99.995153
South West,25/11/2021,1,0.09,Cases with confirmed SGTF,1077,0.004847001,0.600803671
South West,26/11/2021,765,99.87,Cases with confirmed S-gene,766,99.15655296,99.99318498
South West,26/11/2021,1,0.13,Cases with confirmed SGTF,766,0.006815017,0.843447036
South West,27/11/2021,780,99.62,Cases with confirmed S-gene,783,98.78592769,99.90099644
South West,27/11/2021,3,0.38,Cases with confirmed SGTF,783,0.099003558,1.214072309
South West,28/11/2021,743,100,Cases with confirmed S-gene,743,99.35876808,100
South West,29/11/2021,1123,99.65,Cases with confirmed S-gene,1127,99.02788154,99.88624264
South West,29/11/2021,4,0.35,Cases with confirmed SGTF,1127,0.113757361,0.972118459
South West,30/11/2021,1101,99.46,Cases with confirmed S-gene,1107,98.76126348,99.77948362
South West,30/11/2021,6,0.54,Cases with confirmed SGTF,1107,0.220516383,1.238736523
South West,01/12/2021,1134,99.65,Cases with confirmed S-gene,1138,99.03724011,99.8873428
South West,01/12/2021,4,0.35,Cases with confirmed SGTF,1138,0.112657197,0.962759886
South West,02/12/2021,876,99.66,Cases with confirmed S-gene,879,98.91785571,99.91181415
South West,02/12/2021,3,0.34,Cases with confirmed SGTF,879,0.088185854,1.082144289
South West,03/12/2021,1143,98.96,Cases with confirmed S-gene,1155,98.13820162,99.43615525
South West,03/12/2021,12,1.04,Cases with confirmed SGTF,1155,0.563844752,1.86179838
South West,04/12/2021,1211,98.78,Cases with confirmed S-gene,1226,97.94078358,99.28795076
South West,04/12/2021,15,1.22,Cases with confirmed SGTF,1226,0.712049238,2.059216421
South West,05/12/2021,786,98.13,Cases with confirmed S-gene,801,96.8565497,98.90911237
South West,05/12/2021,15,1.87,Cases with confirmed SGTF,801,1.090887626,3.143450299
South West,06/12/2021,779,97.74,Cases with confirmed S-gene,797,96.38243404,98.6154882
South West,06/12/2021,18,2.26,Cases with confirmed SGTF,797,1.384511804,3.617565956
South West,07/12/2021,500,93.98,Cases with confirmed S-gene,532,91.52424259,95.78614374
South West,07/12/2021,32,6.02,Cases with confirmed SGTF,532,4.213856263,8.475757405
South West,08/12/2021,669,91.64,Cases with confirmed S-gene,730,89.33634391,93.50058942
South West,08/12/2021,61,8.36,Cases with confirmed SGTF,730,6.499410577,10.66365609
South West,09/12/2021,752,90.71,Cases with confirmed S-gene,829,88.47791658,92.55853601
South West,09/12/2021,77,9.29,Cases with confirmed SGTF,829,7.441463987,11.52208342
South West,10/12/2021,886,86.95,Cases with confirmed S-gene,1019,84.68792009,88.92397056
South West,10/12/2021,133,13.05,Cases with confirmed SGTF,1019,11.07602944,15.31207991
South West,11/12/2021,412,84.08,Cases with confirmed S-gene,490,80.46946614,87.14699389
South West,11/12/2021,78,15.92,Cases with confirmed SGTF,490,12.85300611,19.53053386
South West,12/12/2021,691,76.69,Cases with confirmed S-gene,901,73.76461339,79.38932793
South West,12/12/2021,210,23.31,Cases with confirmed SGTF,901,20.61067207,26.23538661
South West,13/12/2021,682,70.24,Cases with confirmed S-gene,971,67.23316415,73.07823445
South West,13/12/2021,289,29.76,Cases with confirmed SGTF,971,26.92176555,32.76683585
South West,14/12/2021,509,51.62,Cases with confirmed S-gene,986,48.45260458,54.78003201
South West,14/12/2021,477,48.38,Cases with confirmed SGTF,986,45.21996799,51.54739542
South West,15/12/2021,482,46.8,Cases with confirmed S-gene,1030,43.7182562,49.89816482
South West,15/12/2021,548,53.2,Cases with confirmed SGTF,1030,50.10183518,56.2817438
South West,16/12/2021,689,41.71,Cases with confirmed S-gene,1652,39.3212987,44.13171259
South West,16/12/2021,963,58.29,Cases with confirmed SGTF,1652,55.86828741,60.6787013
South West,17/12/2021,624,37.43,Cases with confirmed S-gene,1667,35.11118779,39.81237261
South West,17/12/2021,1043,62.57,Cases with confirmed SGTF,1667,60.18762739,64.88881221
South West,18/12/2021,489,31.51,Cases with confirmed S-gene,1552,29.21312475,33.89492713
South West,18/12/2021,1063,68.49,Cases with confirmed SGTF,1552,66.10507287,70.78687525
South West,19/12/2021,404,26.95,Cases with confirmed S-gene,1499,24.73374546,29.28843418
South West,19/12/2021,1095,73.05,Cases with confirmed SGTF,1499,70.71156582,75.26625454
South West,20/12/2021,431,20.92,Cases with confirmed S-gene,2060,19.19728141,22.75711785
South West,20/12/2021,1629,79.08,Cases with confirmed SGTF,2060,77.24288215,80.80271859
South West,21/12/2021,422,15.83,Cases with confirmed S-gene,2665,14.48009705,17.28937877
South West,21/12/2021,2243,84.17,Cases with confirmed SGTF,2665,82.71062123,85.51990295
South West,22/12/2021,369,14.07,Cases with confirmed S-gene,2622,12.77638677,15.47668774
South West,22/12/2021,2253,85.93,Cases with confirmed SGTF,2622,84.52331226,87.22361323
South West,23/12/2021,259,13.48,Cases with confirmed S-gene,1921,12.00319613,15.11016261
South West,23/12/2021,1662,86.52,Cases with confirmed SGTF,1921,84.88983739,87.99680387
South West,24/12/2021,277,11.93,Cases with confirmed S-gene,2322,10.65298558,13.333565
South West,24/12/2021,2045,88.07,Cases with confirmed SGTF,2322,86.666435,89.34701442
South West,25/12/2021,45,10.39,Cases with confirmed S-gene,433,7.757536777,13.75193264
South West,25/12/2021,388,89.61,Cases with confirmed SGTF,433,86.24806736,92.24246322
South West,26/12/2021,20,8.16,Cases with confirmed S-gene,245,5.183252171,12.50993718
South West,26/12/2021,225,91.84,Cases with confirmed SGTF,245,87.49006282,94.81674783
South West,27/12/2021,143,7,Cases with confirmed S-gene,2044,5.946392268,8.21067452
South West,27/12/2021,1901,93,Cases with confirmed SGTF,2044,91.78932548,94.05360773
South West,28/12/2021,100,5.27,Cases with confirmed S-gene,1899,4.324719152,6.392468351
South West,28/12/2021,1799,94.73,Cases with confirmed SGTF,1899,93.60753165,95.67528085
West Midlands,01/11/2021,2869,99.97,Cases with confirmed S-gene,2870,99.77401151,99.99818115
West Midlands,01/11/2021,1,0.03,Cases with confirmed SGTF,2870,0.001818847,0.225988487
West Midlands,02/11/2021,2178,99.86,Cases with confirmed S-gene,2181,99.56255485,99.96446866
West Midlands,02/11/2021,3,0.14,Cases with confirmed SGTF,2181,0.035531342,0.437445155
West Midlands,03/11/2021,2088,100,Cases with confirmed S-gene,2088,99.77105523,100
West Midlands,04/11/2021,1801,100,Cases with confirmed S-gene,1801,99.73465004,100
West Midlands,05/11/2021,1322,100,Cases with confirmed S-gene,1322,99.63878748,100
West Midlands,06/11/2021,1084,100,Cases with confirmed S-gene,1084,99.55976382,100
West Midlands,07/11/2021,1096,100,Cases with confirmed S-gene,1096,99.56456691,100
West Midlands,08/11/2021,1401,99.93,Cases with confirmed S-gene,1402,99.53806755,99.99627662
West Midlands,08/11/2021,1,0.07,Cases with confirmed SGTF,1402,0.003723375,0.461932447
West Midlands,09/11/2021,1183,99.92,Cases with confirmed S-gene,1184,99.45330641,99.99559105
West Midlands,09/11/2021,1,0.08,Cases with confirmed SGTF,1184,0.004408954,0.546693594
West Midlands,10/11/2021,1161,100,Cases with confirmed S-gene,1161,99.58886387,100
West Midlands,11/11/2021,1270,100,Cases with confirmed S-gene,1270,99.62404277,100
West Midlands,12/11/2021,1306,100,Cases with confirmed S-gene,1306,99.63437534,100
West Midlands,13/11/2021,1269,100,Cases with confirmed S-gene,1269,99.62374741,100
West Midlands,14/11/2021,903,100,Cases with confirmed S-gene,903,99.47189951,100
West Midlands,15/11/2021,2420,99.92,Cases with confirmed S-gene,2422,99.66752544,99.98569574
West Midlands,15/11/2021,2,0.08,Cases with confirmed SGTF,2422,0.014304257,0.332474555
West Midlands,16/11/2021,2883,100,Cases with confirmed S-gene,2883,99.83410283,100
West Midlands,17/11/2021,2008,99.95,Cases with confirmed S-gene,2009,99.67735458,99.99740163
West Midlands,17/11/2021,1,0.05,Cases with confirmed SGTF,2009,0.00259837,0.322645425
West Midlands,18/11/2021,2438,100,Cases with confirmed S-gene,2438,99.80387033,100
West Midlands,19/11/2021,2563,99.96,Cases with confirmed S-gene,2564,99.74708359,99.99796408
West Midlands,19/11/2021,1,0.04,Cases with confirmed SGTF,2564,0.002035921,0.252916407
West Midlands,20/11/2021,2106,99.91,Cases with confirmed S-gene,2108,99.61810092,99.98356481
West Midlands,20/11/2021,2,0.09,Cases with confirmed SGTF,2108,0.016435186,0.381899076
West Midlands,21/11/2021,2239,99.87,Cases with confirmed S-gene,2242,99.57443327,99.96543557
West Midlands,21/11/2021,3,0.13,Cases with confirmed SGTF,2242,0.034564435,0.42556673
West Midlands,22/11/2021,3035,99.97,Cases with confirmed S-gene,3036,99.78635144,99.9982806
West Midlands,22/11/2021,1,0.03,Cases with confirmed SGTF,3036,0.001719396,0.213648564
West Midlands,23/11/2021,2291,99.96,Cases with confirmed S-gene,2292,99.71712214,99.99772246
West Midlands,23/11/2021,1,0.04,Cases with confirmed SGTF,2292,0.002277535,0.282877864
West Midlands,24/11/2021,2000,99.9,Cases with confirmed S-gene,2002,99.59792334,99.98269452
West Midlands,24/11/2021,2,0.1,Cases with confirmed SGTF,2002,0.017305475,0.402076657
West Midlands,25/11/2021,2099,99.95,Cases with confirmed S-gene,2100,99.69130891,99.99751423
West Midlands,25/11/2021,1,0.05,Cases with confirmed SGTF,2100,0.002485771,0.308691093
West Midlands,26/11/2021,1751,99.83,Cases with confirmed S-gene,1754,99.45633048,99.95581677
West Midlands,26/11/2021,3,0.17,Cases with confirmed SGTF,1754,0.044183233,0.543669517
West Midlands,27/11/2021,1180,99.75,Cases with confirmed S-gene,1183,99.19489816,99.93448343
West Midlands,27/11/2021,3,0.25,Cases with confirmed SGTF,1183,0.065516572,0.805101843
West Midlands,28/11/2021,1570,99.94,Cases with confirmed S-gene,1571,99.58763178,99.99667718
West Midlands,28/11/2021,1,0.06,Cases with confirmed SGTF,1571,0.003322823,0.412368223
West Midlands,29/11/2021,3177,99.81,Cases with confirmed S-gene,3183,99.56793127,99.92335025
West Midlands,29/11/2021,6,0.19,Cases with confirmed SGTF,3183,0.076649749,0.432068731
West Midlands,30/11/2021,3062,99.8,Cases with confirmed S-gene,3068,99.5517618,99.92047625
West Midlands,30/11/2021,6,0.2,Cases with confirmed SGTF,3068,0.079523747,0.448238198
West Midlands,01/12/2021,2984,99.73,Cases with confirmed S-gene,2992,99.45119158,99.87562168
West Midlands,01/12/2021,8,0.27,Cases with confirmed SGTF,2992,0.124378324,0.548808423
West Midlands,02/12/2021,2786,99.75,Cases with confirmed S-gene,2793,99.45957503,99.89013396
West Midlands,02/12/2021,7,0.25,Cases with confirmed SGTF,2793,0.109866041,0.54042497
West Midlands,03/12/2021,1946,99.64,Cases with confirmed S-gene,1953,99.22773984,99.84285307
West Midlands,03/12/2021,7,0.36,Cases with confirmed SGTF,1953,0.157146929,0.772260157
West Midlands,04/12/2021,792,99.37,Cases with confirmed S-gene,797,98.45315663,99.76880985
West Midlands,04/12/2021,5,0.63,Cases with confirmed SGTF,797,0.231190146,1.546843374
West Midlands,05/12/2021,1119,99.11,Cases with confirmed S-gene,1129,98.32037416,99.54927619
West Midlands,05/12/2021,10,0.89,Cases with confirmed SGTF,1129,0.450723812,1.679625843
West Midlands,06/12/2021,1825,98.81,Cases with confirmed S-gene,1847,98.17064977,99.23365169
West Midlands,06/12/2021,22,1.19,Cases with confirmed SGTF,1847,0.766348308,1.829350232
West Midlands,07/12/2021,1588,97.6,Cases with confirmed S-gene,1627,96.704822,98.26766216
West Midlands,07/12/2021,39,2.4,Cases with confirmed SGTF,1627,1.732337844,3.295177999
West Midlands,08/12/2021,1584,94.12,Cases with confirmed S-gene,1683,92.85756204,95.17150974
West Midlands,08/12/2021,99,5.88,Cases with confirmed SGTF,1683,4.828490261,7.142437961
West Midlands,09/12/2021,1546,91.81,Cases with confirmed S-gene,1684,90.36632219,93.04953842
West Midlands,09/12/2021,138,8.19,Cases with confirmed SGTF,1684,6.950461584,9.633677809
West Midlands,10/12/2021,2472,88.67,Cases with confirmed S-gene,2788,87.4166667,89.80672993
West Midlands,10/12/2021,316,11.33,Cases with confirmed SGTF,2788,10.19327007,12.5833333
West Midlands,11/12/2021,2044,84.95,Cases with confirmed S-gene,2406,83.44849328,86.34701083
West Midlands,11/12/2021,362,15.05,Cases with confirmed SGTF,2406,13.65298917,16.55150672
West Midlands,12/12/2021,1831,77.95,Cases with confirmed S-gene,2349,76.20473904,79.59896873
West Midlands,12/12/2021,518,22.05,Cases with confirmed SGTF,2349,20.40103127,23.79526096
West Midlands,13/12/2021,1981,69.31,Cases with confirmed S-gene,2858,67.58065964,70.99536473
West Midlands,13/12/2021,877,30.69,Cases with confirmed SGTF,2858,29.00463527,32.41934036
West Midlands,14/12/2021,1840,54.7,Cases with confirmed S-gene,3364,52.99533675,56.38743311
West Midlands,14/12/2021,1524,45.3,Cases with confirmed SGTF,3364,43.61256689,47.00466325
West Midlands,15/12/2021,1717,43.75,Cases with confirmed S-gene,3925,42.18747514,45.3153024
West Midlands,15/12/2021,2208,56.25,Cases with confirmed SGTF,3925,54.6846976,57.81252486
West Midlands,16/12/2021,1425,39.64,Cases with confirmed S-gene,3595,38.03750701,41.26157887
West Midlands,16/12/2021,2170,60.36,Cases with confirmed SGTF,3595,58.73842113,61.96249299
West Midlands,17/12/2021,1603,37.97,Cases with confirmed S-gene,4222,36.50372744,39.45390053
West Midlands,17/12/2021,2619,62.03,Cases with confirmed SGTF,4222,60.54609947,63.49627256
West Midlands,18/12/2021,1300,32.57,Cases with confirmed S-gene,3991,31.12431313,34.05607052
West Midlands,18/12/2021,2691,67.43,Cases with confirmed SGTF,3991,65.94392948,68.87568687
West Midlands,19/12/2021,1088,28.1,Cases with confirmed S-gene,3872,26.69293827,29.54921765
West Midlands,19/12/2021,2784,71.9,Cases with confirmed SGTF,3872,70.45078235,73.30706173
West Midlands,20/12/2021,1271,22.28,Cases with confirmed S-gene,5704,21.21291465,23.38991383
West Midlands,20/12/2021,4433,77.72,Cases with confirmed SGTF,5704,76.61008617,78.78708535
West Midlands,21/12/2021,838,15.58,Cases with confirmed S-gene,5377,14.63096327,16.58844386
West Midlands,21/12/2021,4539,84.42,Cases with confirmed SGTF,5377,83.41155614,85.36903673
West Midlands,22/12/2021,773,12.17,Cases with confirmed S-gene,6352,11.3805457,13.00442213
West Midlands,22/12/2021,5579,87.83,Cases with confirmed SGTF,6352,86.99557787,88.6194543
West Midlands,23/12/2021,629,11.74,Cases with confirmed S-gene,5356,10.89990366,12.64320419
West Midlands,23/12/2021,4727,88.26,Cases with confirmed SGTF,5356,87.35679581,89.10009634
West Midlands,24/12/2021,607,11.78,Cases with confirmed S-gene,5151,10.92259058,12.70323396
West Midlands,24/12/2021,4544,88.22,Cases with confirmed SGTF,5151,87.29676604,89.07740942
West Midlands,25/12/2021,213,8.24,Cases with confirmed S-gene,2586,7.21979851,9.379667956
West Midlands,25/12/2021,2373,91.76,Cases with confirmed SGTF,2586,90.62033204,92.78020149
West Midlands,26/12/2021,332,7.28,Cases with confirmed S-gene,4558,6.554456819,8.086321687
West Midlands,26/12/2021,4226,92.72,Cases with confirmed SGTF,4558,91.91367831,93.44554318
West Midlands,27/12/2021,227,5.86,Cases with confirmed S-gene,3875,5.149324206,6.655760222
West Midlands,27/12/2021,3648,94.14,Cases with confirmed SGTF,3875,93.34423978,94.85067579
West Midlands,28/12/2021,165,4.03,Cases with confirmed S-gene,4091,3.460903519,4.693571868
West Midlands,28/12/2021,3926,95.97,Cases with confirmed SGTF,4091,95.30642813,96.53909648
Yorkshire and Humber,01/11/2021,3239,99.94,Cases with confirmed S-gene,3241,99.75143164,99.98931067
Yorkshire and Humber,01/11/2021,2,0.06,Cases with confirmed SGTF,3241,0.010689333,0.248568361
Yorkshire and Humber,02/11/2021,2641,99.85,Cases with confirmed S-gene,2645,99.58482044,99.95154416
Yorkshire and Humber,02/11/2021,4,0.15,Cases with confirmed SGTF,2645,0.048455836,0.415179561
Yorkshire and Humber,03/11/2021,2570,99.88,Cases with confirmed S-gene,2573,99.62908543,99.96988276
Yorkshire and Humber,03/11/2021,3,0.12,Cases with confirmed SGTF,2573,0.030117236,0.370914569
Yorkshire and Humber,04/11/2021,2297,99.87,Cases with confirmed S-gene,2300,99.58514428,99.96630734
Yorkshire and Humber,04/11/2021,3,0.13,Cases with confirmed SGTF,2300,0.033692655,0.414855718
Yorkshire and Humber,05/11/2021,2078,99.9,Cases with confirmed S-gene,2080,99.61297046,99.98334355
Yorkshire and Humber,05/11/2021,2,0.1,Cases with confirmed SGTF,2080,0.016656452,0.387029539
Yorkshire and Humber,06/11/2021,1782,100,Cases with confirmed S-gene,1782,99.73182698,100
Yorkshire and Humber,07/11/2021,1778,100,Cases with confirmed S-gene,1778,99.73122498,100
Yorkshire and Humber,08/11/2021,2707,99.93,Cases with confirmed S-gene,2709,99.70269366,99.9872113
Yorkshire and Humber,08/11/2021,2,0.07,Cases with confirmed SGTF,2709,0.012788698,0.297306341
Yorkshire and Humber,09/11/2021,2781,99.96,Cases with confirmed S-gene,2782,99.76687348,99.99812362
Yorkshire and Humber,09/11/2021,1,0.04,Cases with confirmed SGTF,2782,0.001876382,0.233126523
Yorkshire and Humber,10/11/2021,2648,100,Cases with confirmed S-gene,2648,99.81940164,100
Yorkshire and Humber,11/11/2021,2594,100,Cases with confirmed S-gene,2594,99.8156477,100
Yorkshire and Humber,12/11/2021,2562,99.96,Cases with confirmed S-gene,2563,99.74698507,99.99796328
Yorkshire and Humber,12/11/2021,1,0.04,Cases with confirmed SGTF,2563,0.002036715,0.253014931
Yorkshire and Humber,13/11/2021,2086,99.95,Cases with confirmed S-gene,2087,99.68938979,99.99749874
Yorkshire and Humber,13/11/2021,1,0.05,Cases with confirmed SGTF,2087,0.002501256,0.310610209
Yorkshire and Humber,14/11/2021,2154,100,Cases with confirmed S-gene,2154,99.77805763,100
Yorkshire and Humber,15/11/2021,3261,100,Cases with confirmed S-gene,3261,99.85330998,100
Yorkshire and Humber,16/11/2021,2875,99.97,Cases with confirmed S-gene,2876,99.77448231,99.99818495
Yorkshire and Humber,16/11/2021,1,0.03,Cases with confirmed SGTF,2876,0.001815053,0.225517687
Yorkshire and Humber,17/11/2021,2808,100,Cases with confirmed S-gene,2808,99.82967793,100
Yorkshire and Humber,18/11/2021,2808,99.93,Cases with confirmed S-gene,2810,99.71336362,99.987671
Yorkshire and Humber,18/11/2021,2,0.07,Cases with confirmed SGTF,2810,0.012328998,0.286636383
Yorkshire and Humber,19/11/2021,2514,99.96,Cases with confirmed S-gene,2515,99.74216394,99.99792441
Yorkshire and Humber,19/11/2021,1,0.04,Cases with confirmed SGTF,2515,0.002075587,0.257836064
Yorkshire and Humber,20/11/2021,2032,99.95,Cases with confirmed S-gene,2033,99.68115588,99.99743231
Yorkshire and Humber,20/11/2021,1,0.05,Cases with confirmed SGTF,2033,0.002567695,0.318844116
Yorkshire and Humber,21/11/2021,1991,99.95,Cases with confirmed S-gene,1992,99.67460667,99.99737946
Yorkshire and Humber,21/11/2021,1,0.05,Cases with confirmed SGTF,1992,0.002620545,0.325393326
Yorkshire and Humber,22/11/2021,2923,99.9,Cases with confirmed S-gene,2926,99.67376572,99.97351669
Yorkshire and Humber,22/11/2021,3,0.1,Cases with confirmed SGTF,2926,0.026483309,0.326234275
Yorkshire and Humber,23/11/2021,2760,99.96,Cases with confirmed S-gene,2761,99.76510293,99.99810935
Yorkshire and Humber,23/11/2021,1,0.04,Cases with confirmed SGTF,2761,0.001890654,0.234897067
Yorkshire and Humber,24/11/2021,2632,99.89,Cases with confirmed S-gene,2635,99.63779816,99.97059152
Yorkshire and Humber,24/11/2021,3,0.11,Cases with confirmed SGTF,2635,0.029408485,0.362201843
Yorkshire and Humber,25/11/2021,2445,99.92,Cases with confirmed S-gene,2447,99.67091631,99.9858419
Yorkshire and Humber,25/11/2021,2,0.08,Cases with confirmed SGTF,2447,0.014158104,0.329083689
Yorkshire and Humber,26/11/2021,2203,99.95,Cases with confirmed S-gene,2204,99.70584832,99.99763153
Yorkshire and Humber,26/11/2021,1,0.05,Cases with confirmed SGTF,2204,0.002368473,0.294151682
Yorkshire and Humber,27/11/2021,1473,99.93,Cases with confirmed S-gene,1474,99.56056945,99.9964585
Yorkshire and Humber,27/11/2021,1,0.07,Cases with confirmed SGTF,1474,0.003541496,0.439430549
Yorkshire and Humber,28/11/2021,1863,99.95,Cases with confirmed S-gene,1864,99.65231062,99.9971995
Yorkshire and Humber,28/11/2021,1,0.05,Cases with confirmed SGTF,1864,0.002800501,0.347689382
Yorkshire and Humber,29/11/2021,3182,100,Cases with confirmed S-gene,3182,99.84967253,100
Yorkshire and Humber,30/11/2021,3090,99.87,Cases with confirmed S-gene,3094,99.64498136,99.95857741
Yorkshire and Humber,30/11/2021,4,0.13,Cases with confirmed SGTF,3094,0.041422593,0.355018639
Yorkshire and Humber,01/12/2021,2904,99.83,Cases with confirmed S-gene,2909,99.57435351,99.93670377
Yorkshire and Humber,01/12/2021,5,0.17,Cases with confirmed SGTF,2909,0.063296233,0.42564649
Yorkshire and Humber,02/12/2021,2725,99.85,Cases with confirmed S-gene,2729,99.59757829,99.95303598
Yorkshire and Humber,02/12/2021,4,0.15,Cases with confirmed SGTF,2729,0.046964015,0.402421706
Yorkshire and Humber,03/12/2021,2369,99.79,Cases with confirmed S-gene,2374,99.47862365,99.92243481
Yorkshire and Humber,03/12/2021,5,0.21,Cases with confirmed SGTF,2374,0.077565191,0.521376354
Yorkshire and Humber,04/12/2021,1888,99.84,Cases with confirmed S-gene,1891,99.49562624,99.95901846
Yorkshire and Humber,04/12/2021,3,0.16,Cases with confirmed SGTF,1891,0.040981535,0.504373761
Yorkshire and Humber,05/12/2021,1936,99.33,Cases with confirmed S-gene,1949,98.82992523,99.62867508
Yorkshire and Humber,05/12/2021,13,0.67,Cases with confirmed SGTF,1949,0.371324924,1.170074774
Yorkshire and Humber,06/12/2021,2858,99.24,Cases with confirmed S-gene,2880,98.82523502,99.5088064
Yorkshire and Humber,06/12/2021,22,0.76,Cases with confirmed SGTF,2880,0.491193598,1.174764982
Yorkshire and Humber,07/12/2021,2574,97.69,Cases with confirmed S-gene,2635,97.01643042,98.21020324
Yorkshire and Humber,07/12/2021,61,2.31,Cases with confirmed SGTF,2635,1.789796759,2.983569577
Yorkshire and Humber,08/12/2021,2613,96.28,Cases with confirmed S-gene,2714,95.47843225,96.9444889
Yorkshire and Humber,08/12/2021,101,3.72,Cases with confirmed SGTF,2714,3.055511095,4.521567747
Yorkshire and Humber,09/12/2021,2513,94.65,Cases with confirmed S-gene,2655,93.70922092,95.46212746
Yorkshire and Humber,09/12/2021,142,5.35,Cases with confirmed SGTF,2655,4.537872535,6.290779078
Yorkshire and Humber,10/12/2021,2050,92.68,Cases with confirmed S-gene,2212,91.49096098,93.71061991
Yorkshire and Humber,10/12/2021,162,7.32,Cases with confirmed SGTF,2212,6.289380086,8.509039022
Yorkshire and Humber,11/12/2021,1840,88.8,Cases with confirmed S-gene,2072,87.347541,90.11247555
Yorkshire and Humber,11/12/2021,232,11.2,Cases with confirmed SGTF,2072,9.887524452,12.652459
Yorkshire and Humber,12/12/2021,1764,83.13,Cases with confirmed S-gene,2122,81.45178447,84.68496414
Yorkshire and Humber,12/12/2021,358,16.87,Cases with confirmed SGTF,2122,15.31503586,18.54821553
Yorkshire and Humber,13/12/2021,2437,73.89,Cases with confirmed S-gene,3298,72.35166162,75.37871755
Yorkshire and Humber,13/12/2021,861,26.11,Cases with confirmed SGTF,3298,24.62128245,27.64833838
Yorkshire and Humber,14/12/2021,2203,56.4,Cases with confirmed S-gene,3906,54.82691123,57.96122761
Yorkshire and Humber,14/12/2021,1703,43.6,Cases with confirmed SGTF,3906,42.03877239,45.17308877
Yorkshire and Humber,15/12/2021,2332,47.62,Cases with confirmed S-gene,4897,46.21439862,49.03134299
Yorkshire and Humber,15/12/2021,2565,52.38,Cases with confirmed SGTF,4897,50.96865701,53.78560138
Yorkshire and Humber,16/12/2021,1983,44.55,Cases with confirmed S-gene,4451,43.0857749,46.0272657
Yorkshire and Humber,16/12/2021,2468,55.45,Cases with confirmed SGTF,4451,53.9727343,56.9142251
Yorkshire and Humber,17/12/2021,1568,40.43,Cases with confirmed S-gene,3878,38.88601647,41.99950202
Yorkshire and Humber,17/12/2021,2310,59.57,Cases with confirmed SGTF,3878,58.00049798,61.11398353
Yorkshire and Humber,18/12/2021,1305,35.1,Cases with confirmed S-gene,3718,33.56816027,36.66189969
Yorkshire and Humber,18/12/2021,2413,64.9,Cases with confirmed SGTF,3718,63.33810031,66.43183973
Yorkshire and Humber,19/12/2021,1112,29.94,Cases with confirmed S-gene,3714,28.47588577,31.44747462
Yorkshire and Humber,19/12/2021,2602,70.06,Cases with confirmed SGTF,3714,68.55252538,71.52411423
